ID;CardID;Amount
M3_PYRAMID_LUMINA_60;M3R1309;1
M3_PYRAMID_LUMINA_60;M3R1203;2
M3_PYRAMID_LUMINA_60;M3R1402;1
M3_PYRAMID_LUMINA_60;M3R1307;1
M3_PYRAMID_LUMINA_60;M3R1403;1
M3_PYRAMID_LUMINA_60;M3R1310;1
M3_PYRAMID_LUMINA_81;M3R1105;3
M3_PYRAMID_LUMINA_81;M3R1202;3
M3_PYRAMID_LUMINA_81;M3R1117;2
M3_PYRAMID_LUMINA_81;M3R1109;1
M3_PYRAMID_LUMINA_81;M3R1342;1
M3_PYRAMID_LUMINA_81;M3R1306;2
M3_PYRAMID_LUMINA_81;M3R1213;3
M3_PYRAMID_LUMINA_81;M3R7405;1
M3_PYRAMID_LUMINA_81;M3R1347;1
M3_PYRAMID_LUMINA_81;M3R1302;2
M3_PYRAMID_LUMINA_81;M3R1313;1
M3_PYRAMID_LUMINA_81;M3R1311;1
M3_PYRAMID_LUMINA_81;M3R1309;1
M3_PYRAMID_LUMINA_81;M3R1203;3
M3_PYRAMID_LUMINA_81;M3R1402;2
M3_PYRAMID_LUMINA_81;M3R1307;2
M3_PYRAMID_LUMINA_81;M3R1403;1
M3_PYRAMID_LUMINA_97;M3R1202;3
M3_PYRAMID_LUMINA_97;M3R1342;2
M3_PYRAMID_LUMINA_97;M3R7203;2
M3_PYRAMID_LUMINA_97;M3R1213;3
M3_PYRAMID_LUMINA_97;M3R1347;2
M3_PYRAMID_LUMINA_97;M3R1302;3
M3_PYRAMID_LUMINA_97;M3R1311;1
M3_PYRAMID_LUMINA_97;M3R1313;2
M3_PYRAMID_LUMINA_97;M3R7405;2
M3_PYRAMID_LUMINA_97;M3R1309;1
M3_PYRAMID_LUMINA_97;M3R1203;3
M3_PYRAMID_LUMINA_97;M3R1402;2
M3_PYRAMID_LUMINA_97;M3R1403;2
M3_PYRAMID_LUMINA_97;M3R1401;2
M3C_BONUS_ROOM_NHUBI;M3C236;2
M3C_BONUS_ROOM_NHUBI;M3C235;2
M3C_BONUS_ROOM_NHUBI;M3C234;2
M3C_BONUS_ROOM_NHUBI;M3C233;2
M3C_BONUS_ROOM_NHUBI;M3C232;2
M3C_BONUS_ROOM_NHUBI;M3C231;2
M3C_BONUS_ROOM_NHUBI;M3C226;2
M3C_BONUS_ROOM_NHUBI;M3C225;2
M3C_BONUS_ROOM_NHUBI;M3C224;2
M3C_BONUS_ROOM_NHUBI;M3C223;2
M3C_BONUS_ROOM_NHUBI;M3C222;2
M3C_BONUS_ROOM_NHUBI;M3C221;2
M3C_BONUS_ROOM_NHUBI;M3C216;2
M3C_BONUS_ROOM_NHUBI;M3C215;2
M3C_BONUS_ROOM_NHUBI;M3C214;2
M3C_BONUS_ROOM_NHUBI;M3C213;2
M3C_BONUS_ROOM_NHUBI;M3C212;2
M3C_BONUS_ROOM_NHUBI;M3C211;2
M3C_BONUS_ROOM_NHUBI;M3C203;2
M3C_BONUS_ROOM_NHUBI;M3C202;2
M3C_BONUS_ROOM_LETHE;M3R3204;30
M3_PYRAMID_CARAVAN_ROBBER_1;M3R7101;2
M3_PYRAMID_CARAVAN_ROBBER_1;M3R7108;2
M3_PYRAMID_CARAVAN_ROBBER_1;M3R1114;2
M3_PYRAMID_CARAVAN_ROBBER_1;M3R1110;2
M3_PYRAMID_CARAVAN_ROBBER_1;M3R1103;3
M3_PYRAMID_CARAVAN_ROBBER_1;M3R1102;3
M3_PYRAMID_CARAVAN_ROBBER_1;M3R7103;2
M3_PYRAMID_CARAVAN_ROBBER_1;M3R1115;1
M3_PYRAMID_CARAVAN_ROBBER_1;M3R7102;2
M3_PYRAMID_CARAVAN_ROBBER_1;M3R1206;1
M3_PYRAMID_CARAVAN_ROBBER_1;M3R1106;2
M3_PYRAMID_CARAVAN_ROBBER_1;M3R1111;2
M3_PYRAMID_CARAVAN_ROBBER_1;M3R1109;2
M3_PYRAMID_CARAVAN_ROBBER_1;M3R1119;2
M3_PYRAMID_CARAVAN_ROBBER_1;M3R1108;1
M3_PYRAMID_CARAVAN_ROBBER_1;M3R1316;1
M3_PYRAMID_SANDSLEEPER_3;M3R7101;1
M3_PYRAMID_SANDSLEEPER_3;M3R7301;1
M3_PYRAMID_SANDSLEEPER_3;M3R7109;1
M3_PYRAMID_SANDSLEEPER_3;M3R7108;1
M3_PYRAMID_SANDSLEEPER_3;M3R1316;1
M3_PYRAMID_SANDSLEEPER_3;M3R1310;1
M3_PYRAMID_SANDSLEEPER_3;M3R1224;1
M3_PYRAMID_SANDSLEEPER_3;M3R1223;1
